id,title,slug,description,playlist_id,url,published_at,position,created_at,updated_at
AzatIykxnHc,Malgudi Days - मालगुडी डेज - Episode 11 - The Vendor of Sweets - मिठाईवाला (Part 3),malgudi-days-malgada-daja-episode-11-the-vendor-of-sweets-mathaiival-part-3,"Subscribe to Ultra Hindi - http://bit.ly/SubscribeUltraHindi

Malgudi Days - मालगुडी डेज - Episode 11 - The Vendor of Sweets - मिठाईवाला (Part 3)

Malgudi Days is an Indian television series based on the works of R.K. Narayan. The series was directed by Kannada actor and director Shankar Nag. 
The main characters are Jagan and his son Mali. It revolves around the issues arising from the generation gap between father and son. Narayan in his superb style narrates the pr of his role in India's freedom struggle during his youth. Gita forms the staple of his life. He tries to act on the principles described in the great epic. Naturopathy forms the pivotal of his life and he even desires to publish his natural way of living in the form of a book, but obviously it is a futile dream as the draft has been gathering dust in the publisher’s office for the last five years. He wears hand spun cloth that signifies purity to him. In his early days Jagan loses his wife Ambika because of his belief in nature cures. He had never spent much time with his wife, something that causes discontent in his son Mali. Mali has got his passport and tickets ready without even informing Jagan about his plans.Mali, without his father's permission discontinues his education, and goes to America to get training to write a book. But, the old man accepts even this diversion with good heart and treasures every letter received from Mali and proudly exhibits it to anyone who cares to listen. A few years later, he comes back very Westernized and brings along a half-American, half-Korean girl, Grace. Jagan assumes that they are married, though Mali never told him this in a straightforward way, which causes great disappointment to Jagan. Jagan however develops an affection for Grace and feels Mali is not giving her the attention she deserves.

Soon Mali expresses a desire to start a machine factory with some partners from America. He asks his father to invest in this factory. Jagan is unwilling, which causes friction between Jagan and Mali. Troubled by the turmoil, Jagan decides to retire from active working. As this is happening, Mali is caught by the police for drunkenness and deserts his wife. Jagan then asks his cousin to make sure that Mali stays in prison for some time, so that he can learn his mistakes. Jagan also gives some amount of money to the cousin so that he can buy a plane ticket to Grace so she can go back to her hometown.

The conflict between the old and young generation, their ideals and the generation gap makes 'Vendor of Sweets' a memorable story.",PL_BnV0cOaQVrQ4mdkMDGp0pwl9QjRxMJY,,,10,2024-02-16 17:41:21,2024-02-16 17:41:21
b3ISnhgZyxQ,Shaktimaan (शक्तिमान) - Full Episode 32 | Kids Hindi Tv Series,shaktimaan-shakatamana-full-episode-32-kids-hindi-tv-series,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.


#Shaktimaan",PL3E110C16D04A4070,,2011-04-21 07:08:24,31,2024-02-16 16:10:21,2024-02-19 17:09:08
B61psH6Jw50,Shrimaan Shrimati | Full Episode 60,shrimaan-shrimati-full-episode-60,"Prema Shalini's friend, Sapna calls her from US, and tells about her arrival to India. At the same time, Prema Shalini tells that she will be leaving for Hollywood on the day of her arrival. Watch this hilarious episode to know more.

Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2013-11-14 13:29:45,59,2024-02-16 17:21:52,2024-02-19 17:09:08
b66_67E4M1I,Shaktimaan (शक्तिमान) - Full Episode 18 | Hindi Tv Series,shaktimaan-shakatamana-full-episode-18-hindi-tv-series,"Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.

#Shaktimaan #ultrabollywood #mukeshkhanna",PL3E110C16D04A4070,,2011-03-22 06:42:27,17,2024-02-16 16:10:21,2024-02-19 17:09:08
BAY4qcagzS4,Shaktimaan - Episode 239,shaktimaan-episode-239,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-09-06 12:23:22,37,2024-02-16 16:48:00,2024-02-19 17:09:08
bb-kGfRIpKg,Byomkesh Bakshi: Ep#12 - Kiley ka Rahasya,byomkesh-bakshi-ep12-kiley-ka-rahasya,"Watch Byomkesh Bakshi's twelfth episode 'Kiley ka Rehasya'. Byomkesh Bakshi  is a fictional detective in Bengali literature created by Sharadindu Bandyopadhyay. He is one of the most successful and popular characters in Bengali literature. 
Doordarshan now brings to you the entire series of this literary classic which was televised back in 1993 directed by the brilliant Basu Chatterjee. Actor Rajit Kapur played the role of Byomkesh Bakshi, for which he was highly praised. Ajit was played by K.K. Raina and Satyaboti was played by Sukanya Kulkarni who was the first actress to play the character.",PLUiMfS6qzIMxiHu2N2Px1ISp5vxCm3PMo,,2014-02-05 11:23:46,22,2024-02-16 17:21:50,2024-02-16 17:21:50
BDYMCmBZUWM,Shaktimaan - Episode 301,shaktimaan-episode-301,"Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.

#ultrabollywood #shaktimaan #mukeshkhanna",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-11-28 11:00:31,99,2024-02-16 16:48:01,2024-02-19 17:09:08
BFW5BOejLGQ,केशु को हुआ सपना से प्यार  IShrimaan Shrimati | Full Episode 69 #Shrimanshrimati,kasha-ka-haaa-sapana-sa-payara-ishrimaan-shrimati-full-episode-69-shrimanshrimati,"केशु को हुआ सपना से प्यार IShrimaan Shrimati | Full Episode 69 #Shrimanshrimati #comedy 

Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife. SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor

#youtube #youtuber #instagram #music #love #follow #like #explorepage #youtubers #youtubechannel #gaming #twitch #video #instagood #hiphop #memes #viral #subscribe #gamer #rap #facebook #explore #ps #art #soundcloud #k #artist #trending #Bollywood #india #webseries #show  #masti #video #Shrimanshrimati #comedy #mastikhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,,199,2024-02-16 17:29:59,2024-02-16 17:29:59
bHFO6SsIHec,Shaktimaan - Episode 226,shaktimaan-episode-226,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.Source - Ultra",PLoqUwDmTM0zDLr-6puokXpkJheHnNiyf3,,,225,2024-02-19 17:09:07,2024-02-19 17:09:07
BiJOwuX8nFA,Shaktimaan - Episode 135,shaktimaan-episode-135,"Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.

#ultrabollywood #shaktimaan #mukeshkhanna",PL3E110C16D04A4070,,2012-08-24 07:13:29,133,2024-02-16 16:10:21,2024-02-19 17:09:08
BiZ7u0JNkGk,Shaktimaan - Episode 330,shaktimaan-episode-330,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2014-01-09 05:21:21,126,2024-02-16 16:48:01,2024-02-19 17:09:08
Bk2HDNNDMRY,Shaktimaan - Episode 210,shaktimaan-episode-210,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-05-10 06:39:47,9,2024-02-16 16:48:00,2024-02-19 17:09:08
BKWyFHzKJGk,Shaktimaan - Episode 311,shaktimaan-episode-311,"Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.

#ultrabollywood #shaktimaan #mukeshkhanna",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-12-11 12:01:59,109,2024-02-16 16:48:01,2024-02-19 17:09:08
BlkoJyD84yg,Shaktimaan - Episode 326,shaktimaan-episode-326,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-12-27 12:45:41,122,2024-02-16 16:48:01,2024-02-19 17:09:08
BO9fRJpJSSA,Shrimaan Shrimati | Full Episode 64,shrimaan-shrimati-full-episode-64,"Gokhale tells everybody that Keshav is the main person of the company in the absence of their boss Sharma. On the other hand, Keshav asks Gokhale to suggest him something which would lead to his promotion and gaining Sharma's confidence. Watch the entire clip to know what happens next.

Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2013-11-14 13:29:46,63,2024-02-16 17:21:52,2024-02-19 17:09:08
Bp_54wFkPhg,Shrimaan Shrimati | Full Episode 120,shrimaan-shrimati-full-episode-120,"Koki tells Keshav that she and Chintu were appreciating him. Keshav tells his son Chintu that he was a goon in his college days and people used to fear him a lot. Chintu tells Keshav that he fought with a local kid because he called Keshav a coward. Watch the entire episode to know more.
Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2013-11-14 13:03:25,118,2024-02-16 17:21:52,2024-02-19 17:09:08
BpClGWEhZNM,Shaktimaan - Episode 266,shaktimaan-episode-266,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.

► Subscribe to Ultra Bollywood - http://bit.ly/SubscribeUltraBollywood

► Click To Watch Lata Mangeshkar Hit Songs : - https://bit.ly/LataMangeshkarHitSongs
► Click To Watch Udit Narayan Hit Songs : - https://bit.ly/UditNarayanHitSongs
► Click To Watch Kumar Sanu Hit Songs : - https://bit.ly/KumarSanuSongs
► Click To Watch Alka Yagnik Hit Songs :- https://bit.ly/AlkaYagnikSongs
► Click To Watch Kishore Kumar Songs : - https://bit.ly/KishoreKumarSong
► Click To Watch Hindi Comedy Scenes : - https://bit.ly/HindiComedyScenes
► Click To Watch Best Collections of Salman Khan : - https://bit.ly/SalmanKhanBestCollections
► Click To Watch Best Aamir Khan Scenes : - https://bit.ly/AamirKhanComedyScenes
► Click To Watch Evergreen Hindi Songs : -  https://bit.ly/EvergreenHindiSongs
► Click To Watch Romantic Songs in 4K :- https://bit.ly/4KHindiRomanticSongs
► Click To Watch Superhit Hindi Songs in 4K - https://bit.ly/4KHindiSongs

► Website: http://www.ultraindia.com
► Like us on Facebook: https://www.facebook.com/UltraHindi
► Follow us on Twitter: https://twitter.com/UltraHindi

#Shaktimaan",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-10-19 06:24:44,64,2024-02-16 16:48:01,2024-02-19 17:09:08
